station_id,session_id,timestamp,voltage,current,power_kw,energy_kwh,meter_value_increment,interruption_flag,error_code,anomaly_label,anomaly_type
STATION_13,f6cc3bf5-ccb,2024-06-01 00:15:00,397.23,16.63,6.3779,1.7358,0.1069,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:16:00,400.02,21.09,8.2982,1.8741,0.139,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:17:00,401.88,16.43,6.3255,1.9795,0.1062,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:18:00,402.43,20.33,7.8483,2.1103,0.1315,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:19:00,392.33,14.34,5.5072,2.2021,0.0918,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:20:00,407.44,12.41,4.9473,2.2845,0.0822,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:21:00,396.5,15.17,5.8599,2.3822,0.0971,0,0,0,normal
STATION_13,f6cc3bf5-ccb,2024-06-01 00:22:00,406.72,18.76,7.4355,2.5061,0.1236,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:07:00,407.66,21.09,8.2265,0.1371,0.1368,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:08:00,392.74,15.17,5.8747,0.235,0.0988,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:09:00,397.88,15.25,6.0373,0.3356,0.1008,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:10:00,395.39,18.52,7.169,0.4551,0.1202,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:11:00,399.82,14.46,5.5053,0.5469,0.0918,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:12:00,396.64,16.41,6.3448,0.6526,0.1051,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:13:00,393.24,17.36,6.5188,0.7613,0.1097,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:14:00,403.36,23.33,9.1798,0.9143,0.154,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:15:00,404.66,9.29,3.6506,0.9751,0.061,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:16:00,397.36,25.86,10.0252,1.1422,0.1679,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:17:00,397.17,10.86,4.1477,1.2113,0.0692,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:18:00,402.12,23.51,9.2867,1.3661,0.1543,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:19:00,396.04,19.83,7.5194,1.4914,0.1246,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:20:00,396.71,12.12,4.6924,1.5696,0.0777,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:21:00,402.85,14.63,5.653,1.6639,0.0946,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:22:00,407.66,12.3,4.9324,1.7461,0.0818,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:23:00,396.64,21.35,8.0926,1.8809,0.1344,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:24:00,398.04,17.0,6.7461,1.9934,0.1131,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:25:00,401.95,17.29,6.7957,2.1066,0.1141,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:26:00,396.83,20.19,7.975,2.2396,0.1325,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:27:00,402.28,19.72,7.6118,2.3664,0.1278,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:28:00,405.83,20.96,8.207,2.5032,0.1372,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:29:00,407.51,12.23,4.9602,2.5859,0.0824,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:30:00,397.5,18.4,7.2295,2.7064,0.1211,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:31:00,394.93,14.6,5.7485,2.8022,0.0965,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:32:00,399.32,17.01,6.6142,2.9124,0.11,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:33:00,402.36,15.0,5.899,3.0107,0.0976,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:34:00,403.28,23.04,9.0903,3.1622,0.1513,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:35:00,407.66,16.01,6.5057,3.2707,0.1083,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:36:00,396.57,12.32,4.7166,3.3493,0.0787,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:37:00,397.07,12.34,4.8767,3.4305,0.0814,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:38:00,394.44,26.26,9.8849,3.5953,0.1657,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:39:00,402.1,18.61,7.4736,3.7199,0.1251,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:40:00,398.16,22.69,8.6674,3.8643,0.1445,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:41:00,395.46,15.49,6.0776,3.9656,0.1011,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:42:00,404.81,19.71,7.6665,4.0934,0.1272,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:43:00,403.58,13.85,5.5273,4.1855,0.0929,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:44:00,398.58,11.33,4.4729,4.26,0.0751,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:45:00,397.08,15.59,6.0439,4.3608,0.1005,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:46:00,398.65,19.14,7.5116,4.486,0.1246,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:47:00,407.99,13.73,5.5811,4.579,0.0924,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:48:00,402.64,12.33,4.8819,4.6604,0.0808,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:49:00,398.94,15.73,6.1153,4.7623,0.1013,0,0,0,normal
STATION_10,497a3ba9-142,2024-06-02 02:50:00,404.78,11.69,4.5227,4.8377,0.0756,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:14:00,393.83,17.13,6.4965,0.1083,0.108,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:15:00,407.81,19.96,7.7901,0.2381,0.1303,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:16:00,404.8,16.6,6.643,0.3488,0.1107,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:17:00,400.43,12.05,4.7273,0.4276,0.0784,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:18:00,396.34,14.0,5.2793,0.5156,0.0887,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:19:00,402.36,14.75,5.8511,0.6131,0.0979,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:20:00,403.48,8.49,3.3476,0.6689,0.0554,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:21:00,399.11,9.91,3.8214,0.7326,0.0636,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:22:00,398.14,9.62,3.6833,0.794,0.0615,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:23:00,403.95,13.95,5.4972,0.8856,0.0916,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:24:00,403.52,16.46,6.4298,0.9928,0.1073,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:25:00,394.53,15.01,5.7666,1.0889,0.0952,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:26:00,396.01,10.76,4.121,1.1576,0.0691,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:27:00,400.87,18.69,7.2731,1.2788,0.1216,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:28:00,407.75,14.31,5.727,1.3742,0.0953,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:29:00,406.3,17.48,6.9583,1.4902,0.1161,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:30:00,394.03,17.68,6.6985,1.6019,0.1119,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:31:00,400.3,7.86,3.0368,1.6525,0.0503,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:32:00,398.68,17.69,6.9002,1.7675,0.1152,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:33:00,399.6,12.39,4.76,1.8468,0.0794,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:34:00,402.32,16.31,6.5248,1.9555,0.1089,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:35:00,399.68,13.21,5.1647,2.0416,0.0854,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:36:00,393.22,13.52,5.2468,2.1291,0.0874,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:37:00,394.83,11.38,4.4692,2.2036,0.075,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:38:00,396.57,8.99,3.4658,2.2613,0.0583,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:39:00,407.78,13.73,5.575,2.3542,0.0937,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:40:00,400.35,14.3,5.5957,2.4475,0.093,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:41:00,403.97,13.92,5.3656,2.5369,0.0887,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:42:00,402.22,23.33,8.9756,2.6865,0.1507,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:43:00,402.73,17.96,7.1721,2.8061,0.1193,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:44:00,400.71,20.85,8.1156,2.9413,0.1349,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:45:00,404.16,20.52,8.1126,3.0765,0.135,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:46:00,401.89,21.65,8.397,3.2165,0.1412,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:47:00,398.2,14.68,5.8445,3.3139,0.0972,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:48:00,398.95,21.41,8.3897,3.4537,0.1398,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:49:00,402.24,13.11,5.0869,3.5385,0.0843,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:50:00,405.03,8.33,3.2787,3.5931,0.0548,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:51:00,398.15,16.18,6.2543,3.6974,0.1046,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:52:00,407.14,10.44,4.2326,3.7679,0.0701,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:53:00,396.76,22.51,8.5907,3.9111,0.144,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:54:00,403.12,15.18,5.9535,4.0103,0.1,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:55:00,399.7,13.29,5.2573,4.0979,0.0881,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:56:00,405.36,15.93,6.1733,4.2008,0.1034,1,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:57:00,397.22,15.1,5.9476,4.3,0.0994,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:58:00,397.86,15.02,5.763,4.396,0.0958,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 04:59:00,394.07,5.03,1.8846,4.4274,0.0311,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:00:00,399.66,15.93,6.3201,4.5328,0.1055,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:01:00,401.32,21.53,8.6213,4.6764,0.1451,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:02:00,398.95,19.11,7.2684,4.7976,0.1213,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:03:00,393.13,18.38,7.0529,4.9151,0.1185,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:04:00,405.01,16.51,6.5165,5.0237,0.1084,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:05:00,396.19,20.15,7.8628,5.1548,0.1303,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:06:00,404.66,17.1,6.8788,5.2694,0.1154,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:07:00,397.66,14.93,5.9118,5.368,0.0992,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:08:00,400.36,14.26,5.6674,5.4624,0.095,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:09:00,398.96,18.77,7.2673,5.5835,0.1219,0,1,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:10:00,397.01,13.06,5.0048,5.667,0.0831,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:11:00,398.94,19.86,7.5338,5.7925,0.1253,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:12:00,405.48,18.43,7.1493,5.9117,0.1195,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:13:00,396.1,19.56,7.4826,6.0364,0.1237,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:14:00,395.9,14.94,5.636,6.1303,0.0947,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:15:00,397.63,5.11,1.9545,6.1629,0.0326,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:16:00,392.76,12.88,4.9326,6.2451,0.0824,0,0,0,normal
STATION_07,68c55a6c-86d,2024-06-03 05:17:00,400.22,15.78,6.1079,6.3469,0.1008,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:21:00,404.16,25.74,10.3546,0.1726,0.172,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:22:00,402.24,8.99,3.4387,0.2299,0.0577,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:23:00,402.31,12.45,4.8643,0.311,0.0818,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:24:00,393.29,12.36,4.7455,0.3901,0.0789,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:25:00,403.99,8.89,3.5004,0.4484,0.0583,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:26:00,402.58,16.54,6.446,0.5558,0.1067,0,0,0,normal
STATION_10,cb3f4938-a3d,2024-06-04 06:27:00,392.24,11.85,4.5253,0.6312,0.0749,1,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:28:00,399.37,10.3,3.9767,0.0663,0.0661,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:29:00,402.14,20.44,7.8931,0.1978,0.1303,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:30:00,396.36,17.87,6.9256,0.3133,0.1145,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:31:00,402.36,14.92,5.9207,0.4119,0.0982,0,1,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:32:00,401.35,15.42,6.0033,0.512,0.1009,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:33:00,405.62,15.86,6.3285,0.6175,0.1046,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:34:00,405.78,17.37,6.8999,0.7325,0.1154,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:35:00,401.59,15.79,6.2269,0.8362,0.1039,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:36:00,399.41,16.28,6.282,0.9409,0.104,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:37:00,397.05,15.74,6.1786,1.0439,0.1029,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:38:00,402.15,17.37,6.7567,1.1565,0.113,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:39:00,392.05,6.53,2.5345,1.1988,0.0427,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:40:00,394.13,19.0,7.4002,1.3221,0.1243,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:41:00,404.07,14.17,5.5641,1.4148,0.0925,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:42:00,400.76,19.77,7.6851,1.5429,0.1291,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:43:00,398.87,13.39,5.2202,1.6299,0.0864,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:44:00,396.73,17.98,6.8558,1.7442,0.1132,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:45:00,403.02,21.04,8.3764,1.8838,0.1387,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:46:00,407.86,15.98,6.3531,1.9897,0.1062,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:47:00,402.44,13.86,5.399,2.0797,0.0901,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:48:00,398.19,16.76,6.3741,2.1859,0.107,0,0,0,normal
STATION_07,58de6d1a-20b,2024-06-05 08:49:00,393.53,18.13,7.0548,2.3035,0.1167,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:35:00,399.98,17.12,6.777,0.113,0.1132,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:36:00,403.39,13.6,5.2907,0.2011,0.0876,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:37:00,392.91,11.9,4.6549,0.2787,0.0774,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:38:00,405.78,24.26,9.3669,0.4348,0.1563,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:39:00,402.48,19.86,7.6215,0.5619,0.1278,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:40:00,396.59,16.75,6.3247,0.6673,0.106,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:41:00,393.84,13.47,5.2844,0.7553,0.0872,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:42:00,405.35,22.01,8.7029,0.9004,0.1452,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:43:00,406.29,11.98,4.6408,0.9777,0.0774,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:44:00,395.77,16.26,6.3342,1.0833,0.1052,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:45:00,405.39,13.83,5.5568,1.1759,0.0918,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:46:00,400.56,22.83,8.9762,1.3255,0.1507,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:47:00,406.46,15.28,5.9519,1.4247,0.099,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:48:00,399.36,16.83,6.6625,1.5358,0.1106,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:49:00,397.36,16.44,6.293,1.6406,0.1042,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:50:00,403.05,16.07,6.4748,1.7486,0.107,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:51:00,403.59,21.13,8.3666,1.888,0.1404,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:52:00,398.38,13.7,5.4005,1.978,0.0894,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:53:00,402.47,12.97,5.194,2.0646,0.087,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:54:00,405.92,16.29,6.3697,2.1707,0.1067,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:55:00,401.38,10.08,3.8529,2.235,0.0646,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:56:00,406.54,16.08,6.5128,2.3435,0.1093,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:57:00,396.53,20.8,8.2192,2.4805,0.1374,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:58:00,402.65,22.09,8.5626,2.6232,0.1429,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 10:59:00,400.56,21.8,8.5261,2.7653,0.1432,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:00:00,399.57,14.73,5.8288,2.8624,0.0963,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:01:00,397.44,18.09,6.9567,2.9784,0.116,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:02:00,401.94,10.1,4.0161,3.0453,0.0675,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:03:00,395.96,15.37,5.9812,3.145,0.0999,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:04:00,404.39,19.2,7.3867,3.2681,0.1226,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:05:00,398.03,24.34,9.3162,3.4234,0.156,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:06:00,393.76,18.29,7.1303,3.5422,0.1182,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:07:00,399.82,19.91,7.8413,3.6729,0.1313,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:08:00,407.91,16.55,6.6308,3.7834,0.1111,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:09:00,404.0,12.45,4.9105,3.8653,0.0824,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:10:00,392.86,11.26,4.2814,3.9366,0.0711,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:11:00,397.18,13.64,5.1494,4.0225,0.086,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:12:00,398.19,18.55,7.1772,4.1421,0.1194,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:13:00,405.54,7.41,2.9425,4.1911,0.0495,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:14:00,401.83,14.21,5.5956,4.2844,0.0936,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:15:00,405.37,15.2,6.046,4.3851,0.1009,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:16:00,407.99,20.39,8.1095,4.5203,0.1357,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:17:00,402.35,18.6,7.3088,4.6421,0.1228,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:18:00,398.61,19.28,7.4711,4.7666,0.1239,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:19:00,395.19,14.76,5.8041,4.8634,0.097,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:20:00,402.87,14.27,5.6453,4.9575,0.0948,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:21:00,406.58,18.82,7.2854,5.0789,0.1216,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:22:00,406.77,10.21,4.0793,5.1469,0.0674,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:23:00,404.09,7.75,3.1108,5.1987,0.0522,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:24:00,395.47,18.71,7.3112,5.3206,0.1226,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:25:00,406.14,15.11,5.8305,5.4177,0.0976,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:26:00,402.03,15.45,5.9447,5.5168,0.0983,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:27:00,397.88,12.46,4.8067,5.5969,0.0797,0,0,0,normal
STATION_03,6e48c4eb-a12,2024-06-06 11:28:00,403.33,18.4,7.2979,5.7186,0.1218,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:42:00,395.09,17.83,6.9917,0.1165,0.1172,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:43:00,404.36,19.83,7.674,0.2444,0.1283,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:44:00,406.29,9.17,3.6607,0.3054,0.061,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:45:00,404.42,12.63,5.0845,0.3902,0.085,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:46:00,403.59,9.56,3.8534,0.4544,0.064,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:47:00,404.1,16.69,6.4261,0.5615,0.1063,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:48:00,401.68,20.6,7.8722,0.6927,0.1322,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:49:00,395.9,24.67,9.3061,0.8478,0.155,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:50:00,397.28,13.43,5.3276,0.9366,0.0884,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:51:00,396.89,16.57,6.4006,1.0433,0.1061,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:52:00,406.22,19.04,7.7255,1.172,0.1293,0,0,0,normal
STATION_02,cb4e7491-3b1,2024-06-07 12:53:00,400.04,17.36,6.6747,1.2833,0.1108,0,0,0,normal
